イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
3,裏,1,0,0,-,○,○,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,4,真ん中,インプレー,1,1,1,1,1,,-,単打,ライナー,右翼手,0,2,2,0,
3,裏,0,0,0,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,ストレート,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,0,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,2,0,0,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,スライダー,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,3,0,0,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,ストレート,,14,真ん中,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
3,裏,0,0,0,○,○,-,山田恭吾,金沢大学,右,東元龍成,金沢星稜大学,右,スライダー,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,0,○,○,-,山田恭吾,金沢大学,右,東元龍成,金沢星稜大学,右,スライダー,,9,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,右翼手,1,0,0,0,
3,裏,0,0,1,○,-,○,山田恭吾,金沢大学,右,苅安 陸,金沢星稜大学,右,スライダー,,6,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,0,1,1,○,-,○,山田恭吾,金沢大学,右,苅安 陸,金沢星稜大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,1,1,○,-,○,山田恭吾,金沢大学,右,苅安 陸,金沢星稜大学,右,スライダー,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,2,1,○,-,○,山田恭吾,金沢大学,右,苅安 陸,金沢星稜大学,右,スライダー,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
3,裏,1,2,1,○,-,○,山田恭吾,金沢大学,右,苅安 陸,金沢星稜大学,右,ストレート,,,,死球,1,1,0,0,0,,-,,,,1,0,0,0,
3,裏,0,0,1,○,○,○,山田恭吾,金沢大学,右,黒江優翔,金沢星稜大学,左,スライダー,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,1,○,○,○,山田恭吾,金沢大学,右,黒江優翔,金沢星稜大学,左,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,2,0,1,○,○,○,山田恭吾,金沢大学,右,黒江優翔,金沢星稜大学,左,ストレート,,3,外角,インプレー,1,1,1,1,1,,-,二塁打,ライナー,右翼手,0,2,2,2,
3,裏,0,0,1,-,○,-,入口貴仁,金沢大学,右,西川晃成,金沢星稜大学,右,ストレート,,9,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
3,裏,0,1,1,-,○,○,入口貴仁,金沢大学,左,西川晃成,金沢星稜大学,右,ストレート,,1,真ん中,インプレー,1,1,1,1,1,,-,単打,ライナー,中堅手,0,2,2,0,
3,裏,0,0,1,○,-,-,入口貴仁,金沢大学,左,中村瞭太,金沢星稜大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,1,○,-,-,入口貴仁,金沢大学,左,中村瞭太,金沢星稜大学,右,チェンジアップ,,8,真ん中,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
3,裏,1,1,1,○,-,-,入口貴仁,金沢大学,左,中村瞭太,金沢星稜大学,右,ストレート,,3,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,右翼手,1,0,0,0,
3,裏,0,0,2,○,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,カーブ,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,2,○,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,2,0,2,○,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,,,6,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,三塁手,1,0,0,0,
4,表,0,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,スライダー,,4,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,,,9,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,,,6,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,ストレート,,1,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本悠真,金沢大学,右,スライダー,,2,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,中堅手,1,0,0,0,
4,表,0,0,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,竹田龍汰,金沢大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,1,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,竹田龍汰,金沢大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,2,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,竹田龍汰,金沢大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,1,2,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,竹田龍汰,金沢大学,右,ストレート,,9,外角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
4,表,0,0,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,カーブ,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,1,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,チェンジアップ,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,1,1,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,ストレート,,3,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,1,2,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,2,2,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,チェンジアップ,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,3,2,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,ストレート,,2,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,3,2,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,越野虎次郎,金沢大学,右,ストレート,,14,外角,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
4,表,0,0,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,平澤秀太,金沢大学,右,スライダー,,6,外角,インプレー,1,1,1,1,1,,-,単打,ゴロ,右翼手,0,0,0,0,
4,表,0,0,2,○,○,-,野﨑勇一郎,金沢星稜大学,右,鍛冶陽斗,金沢大学,右,ストレート,,9,真ん中,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,
4,裏,0,0,0,-,-,-,入口貴仁,金沢大学,左,泉 航平,金沢星稜大学,左,ストレート,,7,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,0,1,0,-,-,-,入口貴仁,金沢大学,左,泉 航平,金沢星稜大学,左,ストレート,,4,内角,インプレー,1,1,1,1,1,,-,単打,ゴロ,中堅手,0,0,0,0,
4,裏,0,0,0,○,-,-,入口貴仁,金沢大学,左,津澤泰成,金沢星稜大学,左,ストレート,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,0,0,○,-,-,入口貴仁,金沢大学,左,津澤泰成,金沢星稜大学,左,ストレート,,5,内角,インプレー,1,1,1,1,1,,-,単打,ゴロ,右翼手,0,0,0,0,
4,裏,0,0,0,○,○,-,入口貴仁,金沢大学,左,山本翔士,金沢星稜大学,左,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,0,0,○,○,-,入口貴仁,金沢大学,左,山本翔士,金沢星稜大学,左,カーブ,,8,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,1,0,○,○,-,入口貴仁,金沢大学,左,山本翔士,金沢星稜大学,左,ストレート,,4,内角,インプレー,1,1,1,0,1,,-,併殺,ゴロ,遊撃手,2,0,0,0,
4,裏,0,0,2,-,-,○,入口貴仁,金沢大学,左,東元龍成,金沢星稜大学,右,カーブ,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,0,2,-,-,○,入口貴仁,金沢大学,左,東元龍成,金沢星稜大学,右,ストレート,,11,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,0,2,-,-,○,入口貴仁,金沢大学,左,東元龍成,金沢星稜大学,右,ストレート,,4,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,裏,2,1,2,-,-,○,入口貴仁,金沢大学,左,東元龍成,金沢星稜大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,3,1,2,-,-,○,入口貴仁,金沢大学,左,東元龍成,金沢星稜大学,右,カーブ,,14,外角,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
4,裏,0,0,2,○,-,○,入口貴仁,金沢大学,左,苅安 陸,金沢星稜大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,0,2,○,-,○,入口貴仁,金沢大学,左,苅安 陸,金沢星稜大学,右,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,0,2,○,-,○,入口貴仁,金沢大学,左,苅安 陸,金沢星稜大学,右,カーブ,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,1,2,○,-,○,入口貴仁,金沢大学,左,苅安 陸,金沢星稜大学,右,カーブ,,12,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,3,1,2,○,-,○,入口貴仁,金沢大学,左,苅安 陸,金沢星稜大学,右,ストレート,,13,内角,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
4,裏,0,0,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,ストレート,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,0,1,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,カーブ,,7,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,裏,0,2,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,ストレート,,4,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
4,裏,0,2,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,ストレート,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,2,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,2,2,○,○,○,入口貴仁,金沢大学,左,黒江優翔,金沢星稜大学,左,ストレート,,1,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,
5,表,0,0,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,加納誠琉,金沢大学,右,カーブ,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,0,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,加納誠琉,金沢大学,右,スライダー,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,0,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,加納誠琉,金沢大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,加納誠琉,金沢大学,右,ストレート,,6,,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
5,表,0,0,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,柴田結都,金沢大学,左,ストレート,,4,内角,インプレー,1,1,1,1,1,,-,単打,ゴロ,二塁手,0,0,0,0,
5,表,0,0,1,○,-,-,野﨑勇一郎,金沢星稜大学,右,渡辺健太郎,金沢大学,右,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,0,1,○,-,-,野﨑勇一郎,金沢星稜大学,右,渡辺健太郎,金沢大学,右,ストレート,,1,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,
5,表,0,0,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,0,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,4,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
5,表,1,1,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,2,1,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,3,1,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,3,2,2,○,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,6,外角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
5,裏,0,0,0,-,-,-,入口貴仁,金沢大学,左,西川晃成,金沢星稜大学,右,ストレート,,5,内角,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,
5,裏,0,0,1,-,-,-,入口貴仁,金沢大学,左,北濱茉登生,金沢星稜大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,0,1,-,-,-,入口貴仁,金沢大学,左,北濱茉登生,金沢星稜大学,左,ストレート,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,1,1,-,-,-,入口貴仁,金沢大学,左,北濱茉登生,金沢星稜大学,左,ストレート,,14,,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,2,1,1,-,-,-,入口貴仁,金沢大学,左,北濱茉登生,金沢星稜大学,左,ストレート,,2,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,
5,裏,0,0,2,-,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,チェンジアップ,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,0,2,-,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,2,0,2,-,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,2,1,2,-,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,チェンジアップ,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,2,2,2,-,-,-,入口貴仁,金沢大学,左,中野心惇,金沢星稜大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
